name,mitra_brand_name,location,link
Mobile Programming,BAZNAS,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1097a785-f615-4f4c-99c4-67c6049f1ada/030c00c8-fbc4-11ee-ae59-1295b2c39143
UI/UX Designer,BAZNAS,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1097a785-f615-4f4c-99c4-67c6049f1ada/952460d5-fbc5-11ee-b3c3-42bfe4d30846
Programmer Web,BAZNAS,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1097a785-f615-4f4c-99c4-67c6049f1ada/92c8e204-fbc3-11ee-8e68-924661b1cd89
Product Developer,BAZNAS,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1097a785-f615-4f4c-99c4-67c6049f1ada/e5d12059-fc97-11ee-a0dd-8a386414a624
Programmer Web,BAZNAS,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1097a785-f615-4f4c-99c4-67c6049f1ada/631ddfab-fbbe-11ee-8e68-924661b1cd89
IT Quality Assurance,Alfahuma X Smartsoft,Kota Malang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/77d56c11-3f86-47c0-934b-1f80e83bc232/2757e9c9-ede4-11ee-9c51-1aff99471513
Frontend Developer,Alfahuma X Smartsoft,Kota Malang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/77d56c11-3f86-47c0-934b-1f80e83bc232/f779a61d-ede3-11ee-9c51-1aff99471513
Programmer Backend,Alfahuma X Smartsoft,Kota Malang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/77d56c11-3f86-47c0-934b-1f80e83bc232/be5f0eae-ed6a-11ee-92bb-b27cd062ba27
Staf ICT/IT,SEAMEO QITEP in Language,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0ebf66ce-5f39-4009-befc-09b0d7902f71/19286ed9-04ab-11ef-8394-36f764739585
Back End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/7f232018-fcbb-11ee-a952-826af48335a7
Data Scientist,Badan Pengembangan SDM Kementerian Kominfo,Kab. Pohuwato,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/f51d51a4-fcb9-11ee-a952-826af48335a7
Back End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kab. Pohuwato,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/1cea9e99-fcb9-11ee-b3c3-42bfe4d30846
Data Scientist,Badan Pengembangan SDM Kementerian Kominfo,Kota Gorontalo,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/f4ae8d01-fca2-11ee-be48-1676ae1015eb
Mobile Apps Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Gorontalo,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/eab6769d-fca1-11ee-a0c9-42fbd8755c1a
Front End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Gorontalo,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/95b4af70-fca0-11ee-b3c3-42bfe4d30846
Mobile Apps Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/f2568225-fc9a-11ee-a0c9-42fbd8755c1a
Data Scientist,Badan Pengembangan SDM Kementerian Kominfo,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/c5d67120-fc9b-11ee-be48-1676ae1015eb
Back End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Gorontalo,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/8c7dc149-fc9d-11ee-877d-ee833f3bb5c3
 Back End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/0730ae83-fc98-11ee-a0dd-8a386414a624
Front End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/4ec69dd8-fc96-11ee-be48-1676ae1015eb
Data Scientist,Badan Pengembangan SDM Kementerian Kominfo,Kota Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/571dc9a3-fcbc-11ee-be48-1676ae1015eb
Front End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/addecc6e-fc99-11ee-be48-1676ae1015eb
 Back End Developer,Badan Pengembangan SDM Kementerian Kominfo,Kota Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9000fe03-17de-404a-b5b7-64c4d0427a00/c4181c55-fc93-11ee-a0c9-42fbd8755c1a
Data Analytics & Digital insight Intern														,Persatuan Sepak Bola Seluruh  Indonesia ,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e2fd7b87-be04-45f3-8cb4-cf407cb051e7/f1d6dbba-02d5-11ef-98a1-c2fa75b94ea6
Web Developer,Crustea,Kab. Ciamis,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/de2466e3-1dd5-418d-a4df-83cc7dbafbd0/052a6c55-fe62-11ee-bcd1-e26d212b611d
Web Developer,Crustea,Kab. Bandung Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/de2466e3-1dd5-418d-a4df-83cc7dbafbd0/8591f370-fe53-11ee-bcd1-e26d212b611d
Hardware & Software Technology,Crustea,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/de2466e3-1dd5-418d-a4df-83cc7dbafbd0/e46312bd-0311-11ef-98a1-c2fa75b94ea6
IoT/Software,Crustea,Kota Semarang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/de2466e3-1dd5-418d-a4df-83cc7dbafbd0/eac96795-fd7f-11ee-8a41-f67d68bd6616
Web Developer,FUJICON,Kota Bandung,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d8261fd4-565b-49ca-9577-c4ee5d8cb8e9/d822e172-f0c2-11ee-92bb-b27cd062ba27
Quality Assurance,FUJICON,Kota Bandung,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d8261fd4-565b-49ca-9577-c4ee5d8cb8e9/e65062f1-fd4f-11ee-8659-0ee769a8f37b
Android  atau iOS Developer,FUJICON,Kota Bandung,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d8261fd4-565b-49ca-9577-c4ee5d8cb8e9/e8318eb6-f0b0-11ee-8773-32b7bdeb41bc
ERP Developer,FUJICON,Kota Bandung,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d8261fd4-565b-49ca-9577-c4ee5d8cb8e9/ca949dc3-f0a6-11ee-8773-32b7bdeb41bc
Staff Information and Technology ,Hotel Harper Perintis,Kota Makassar,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/90dcd4c8-1ce1-4b1c-9248-a3fd34f62d04/35f2e5cf-f3de-11ee-af0a-42786e9b30fb
BUSINESS DATABASE ANALYZE,PT Pegadaian - MAGENTA,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c50501ea-40d1-451c-a607-cdd668df8964/6f3467f9-0955-11ef-ab70-1262877b51f2
Web Writer,Metro TV,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/fc546673-7a19-43bb-8e40-21b4105fb49e/fdd31543-fc70-11ee-877d-ee833f3bb5c3
Frontend Developer dan Fullstack Developer,LLDIKTI Wilayah V,Kota Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/05da2858-8e5f-45fc-a57c-7fac1e0fa44d/7ca179ef-f8a7-11ee-bf75-32cfa9fc582e
Fullstack Developer,EUREKA EDUTECH,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a46b924-8c7e-4cf8-b31a-0d3f226b6ac9/9c781b88-007d-11ef-ba24-e26d212b611d
Mobile Developer,EUREKA EDUTECH,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a46b924-8c7e-4cf8-b31a-0d3f226b6ac9/2a4054bd-007c-11ef-ac63-7e456e52b7d0
UI/UX Designer,EUREKA EDUTECH,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4a46b924-8c7e-4cf8-b31a-0d3f226b6ac9/348510a0-007b-11ef-ac63-7e456e52b7d0
QHSE & Security Intern,Shipper,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/648a1e21-4b5d-4a2c-b02e-2ead74eae085/8aba58ce-fca3-11ee-a0c9-42fbd8755c1a
Sales System Improvement Intern,Shipper,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/648a1e21-4b5d-4a2c-b02e-2ead74eae085/f9a57450-fc7f-11ee-b3c3-42bfe4d30846
UI/UX Designer Intern,Shipper,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/648a1e21-4b5d-4a2c-b02e-2ead74eae085/95d65b42-fc86-11ee-be48-1676ae1015eb
Training Content Developer-Commercial,Garudafood,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5a597f6-f83d-4bc0-99a1-01696465bba7/d385cc12-fd38-11ee-9648-aa9bf47860c9
Database - Ivo Internasional (Export),Garudafood,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5a597f6-f83d-4bc0-99a1-01696465bba7/1a6aa098-02f0-11ef-a56f-72f05e45eff5
Training Developer - Manufacture,Garudafood,Kab. Gresik,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5a597f6-f83d-4bc0-99a1-01696465bba7/927a1209-fd64-11ee-8a41-f67d68bd6616
Virtual Content Developer,Garudafood,Kab. Gresik,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5a597f6-f83d-4bc0-99a1-01696465bba7/8fdc2d4e-fd52-11ee-9648-aa9bf47860c9
Training Content Developer-SCM,Garudafood,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5a597f6-f83d-4bc0-99a1-01696465bba7/61799677-fc7c-11ee-be48-1676ae1015eb
Module Developer,Garudafood,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5a597f6-f83d-4bc0-99a1-01696465bba7/06bc9a65-007d-11ef-ac63-7e456e52b7d0
IT Support,Aston Banua Banjarmasin Hotel &amp; Convention Center,Kab. Banjar,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/41e5a5af-d82d-4fd0-8cc9-c72b2c8c6cd8/c3f53dc6-04a5-11ef-9e17-0a54edb93563
Business System Specialist,OK OCE INDONESIA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/22dfc9ba-16b2-4509-9ef9-97ec8688c0a9/608c9410-fc87-11ee-b3c3-42bfe4d30846
Website and Social Media Developer ,OK OCE INDONESIA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/22dfc9ba-16b2-4509-9ef9-97ec8688c0a9/e7eabc38-fc74-11ee-8396-5671af9c94b6
Data Analyst,TRANS ENTERTAINMENT,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/dff60c91-4bd8-475e-b2bc-e7e123c7f4bf/aa745f99-fe04-11ee-a349-de6f0c5e4f4c
Frontend Programmer,NTG,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9220076-763c-4d17-9a55-96134597ce63/300da72f-fcc8-11ee-be48-1676ae1015eb
Backend Programmer,NTG,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f9220076-763c-4d17-9a55-96134597ce63/0a6ac79e-fbba-11ee-b3c3-42bfe4d30846
Web Developer,Direktorat Jenderal Kebudayaan,Kab. Lembata,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/13a15480-a0e5-4255-bd67-c9fbe7733d87/591e3f78-e733-11ee-b8d8-825b8ab1a372
Analis Data,Direktorat Jenderal Kebudayaan,Kab. Lembata,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/13a15480-a0e5-4255-bd67-c9fbe7733d87/7c26bd47-e72e-11ee-892e-625b95afbbc9
Backend Developer,PT Cobra Dental Indonesia,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d5db8ad8-f617-4cd5-85dd-9c1adbc45491/2639b6fb-e9e8-11ee-9c87-8a782fec29d6
 Web Content Developer ,Hoshizora Foundation,Kota Yogyakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e8b20fc7-5d8f-4d68-87f7-9a6abdb50e56/e2c1ca80-fcae-11ee-877d-ee833f3bb5c3
Supply Chain IT System Specialist Intern,ANTAM Tbk.,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/dec21a6a-3144-4109-a05a-8e1d36aacd34/8180fcd4-0144-11ef-9733-ca7bef2c0196
IT Support ,Klob,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5befa528-8ba0-49a8-959a-94d66eef1c9a/c9871ce3-fd37-11ee-af28-92f31270dc9b
IT DEVELOPER,PT Asuransi Sinar Mas,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e098c1ce-41a7-4af6-a86c-217e2bba5f5e/fcd63e7e-f167-11ee-bf75-32cfa9fc582e
Data Curator Intern,Berdikari,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e16fa640-3d69-47df-90dc-3d5fdfde3461/aa2a7922-007d-11ef-ba24-e26d212b611d
IT Developer Intern,Berdikari,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e16fa640-3d69-47df-90dc-3d5fdfde3461/476c5919-006a-11ef-ba24-e26d212b611d
Information System & Technology - Smart & Connected Manufacturing Intern,Toyota Indonesia,"Sunter, Jakarta Utara & Karawang, Jawa Barat",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/52ec1191-2559-49fb-972c-abef2629cdbc/e1c0deef-f190-11ee-af0a-42786e9b30fb
Information System & Technology - Excellent Operation & IT Infrastructure Department Intern,Toyota Indonesia,"Sunter, Jakarta Utara & Karawang, Jawa Barat",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/52ec1191-2559-49fb-972c-abef2629cdbc/f01747a8-f191-11ee-9129-da28f9df4d8d
Information System & Technology - Software Developer In-house Intern,Toyota Indonesia,"Sunter, Jakarta Utara & Karawang, Jawa Barat",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/52ec1191-2559-49fb-972c-abef2629cdbc/968e8f3d-f18f-11ee-9129-da28f9df4d8d
Blibli Technology Internship,Blibli.com,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/508a13b3-ad8d-410d-8c64-8e1e9c154cf8/20e040c0-facb-11ee-9129-da28f9df4d8d
IT Helpdesk,Hasnur Group,Kab. Tapin,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f975dc88-aa6b-401c-b68c-0a40588e9589/c0c95f27-fc8b-11ee-9119-a23a1953adca
Quality Management System Intern,Berdikari,Kab. Pasuruan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e16fa640-3d69-47df-90dc-3d5fdfde3461/45fb6f13-00a3-11ef-af85-ba5068d56e96
IT Developer Intern,Berdikari,Kab. Pasuruan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e16fa640-3d69-47df-90dc-3d5fdfde3461/cfcc23e5-00a3-11ef-ba24-e26d212b611d
System Administrator,Hasnur Group,Kab. Tapin,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f975dc88-aa6b-401c-b68c-0a40588e9589/19f11d1c-fc8c-11ee-b3c3-42bfe4d30846
System Analyst ,Hasnur Group,Kab. Tapin,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f975dc88-aa6b-401c-b68c-0a40588e9589/7cc2902c-fc8c-11ee-a0c9-42fbd8755c1a
"Public Relation Executive, Marketing Communication Executive, Account Executive, Graphic Designer, IT Executive, Human Resources Executive, Finance & Accounting Executive",FORTUNA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d46e2914-c73c-40a9-8267-d37140e70d1f/94deff4b-eb45-11ee-b064-16cd1757bbe4
IT Support,Klob,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/5befa528-8ba0-49a8-959a-94d66eef1c9a/789844ce-fd33-11ee-9fea-06679b4bd1c5
IT Technical Writer,Hasnur Group,Kab. Tapin,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f975dc88-aa6b-401c-b68c-0a40588e9589/e63ea93a-fe24-11ee-9733-ca7bef2c0196
Staff Database / Library - SinemArt,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/c6ce1c4a-0304-11ef-9b3e-022ae5f04a49
IT SAP Project Admin,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/2c970524-02f7-11ef-bac6-7a5fcd2cc191
IT Governance Admin,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/6cbf255f-02f6-11ef-98a1-c2fa75b94ea6
Data Analyst - Broadcast Maintenance,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/d3defaea-02f3-11ef-bb7f-6ac06bc5928b
Indosiar - IP Accounts Program Indosiar & Whats App Channel Social Media Assistant,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/4da6c8bf-02f0-11ef-9b3e-022ae5f04a49
Data Analyst - MTV,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/51c719e9-02d0-11ef-829a-72f05e45eff5
Data Analyst - Marketing,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/d53f35aa-02cf-11ef-829a-72f05e45eff5
IT SAP BASIS Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/90ab63db-02cd-11ef-829a-72f05e45eff5
IT SAP ABAP Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/0607b419-02cd-11ef-829a-72f05e45eff5
IT SAP Modul PS Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/c1f2f52a-02cc-11ef-bb7f-6ac06bc5928b
IT SAP Modul MM Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/cce9e113-02c2-11ef-856e-c6ba3e43bfc1
IT SAP Modul FICO Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/586439d3-02c2-11ef-98a1-c2fa75b94ea6
IT Docker Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/cba47909-02c1-11ef-98a1-c2fa75b94ea6
IT Storage Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/315705e6-02ae-11ef-abf2-2633d6766f3c
Database Administrator,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/e97d7d33-02ad-11ef-bb7f-6ac06bc5928b
UI/UX Designer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/721d8883-02ad-11ef-bb7f-6ac06bc5928b
UI/UX Engineer,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/2bb40bc6-02ad-11ef-bb7f-6ac06bc5928b
Backend Developer - IT Business Application,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/d8f6367f-02ac-11ef-98a1-c2fa75b94ea6
Mobile Developer - IT Business Application,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/800c8d32-02ac-11ef-abf2-2633d6766f3c
IT Engineering Project Admin,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/1deb1838-02ac-11ef-829a-72f05e45eff5
IT AppOps Project Admin,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/d4b93ec2-02ab-11ef-829a-72f05e45eff5
IT Business Application Admin,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/80399567-02ab-11ef-abf2-2633d6766f3c
HR System & Analytics ,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/a766fedb-025f-11ef-bb7f-6ac06bc5928b
IT Helpdesk Support ,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/e5a8e0a4-0229-11ef-829a-72f05e45eff5
IT Network Services,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/62c8866c-0229-11ef-98a1-c2fa75b94ea6
IT System Services,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/0dd7256d-0229-11ef-98a1-c2fa75b94ea6
Mobile Developer - IT Business Process & Project,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/8d2f91ed-0228-11ef-88a5-1e97e32f2cf0
Backend Developer - IT Business Process & Project,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/8f896a35-0227-11ef-bb7f-6ac06bc5928b
Junior Bussiness Analyst - System / Software,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/0722f542-0226-11ef-829a-72f05e45eff5
IT Logistic & Administration,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/b31cace0-01f8-11ef-98a1-c2fa75b94ea6
Network Operation Ceter Technical Support,Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/80a96e11-fda6-11ee-9648-aa9bf47860c9
"A/V, IT & Post Production Technical Support",Surya Citra Media - EMTEK Group,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/b409663d-e067-46e0-81d9-eb4fff33f45f/9fdb3373-fda5-11ee-8a41-f67d68bd6616
IT (Information Technolody),Swissôtel Nusantara,Kab. Penajam Paser Utara,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/11541e7b-d231-466e-aefa-9b1263f133c6/04bc1e47-0175-11ef-ac63-7e456e52b7d0
Programmer,SEAMEO RECFON,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0d776f1a-2058-475b-8715-b70b348a9b1f/ebad0536-006a-11ef-ac63-7e456e52b7d0
